,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
5182,0,0,0,0,0,0,8,0,0,7,23,0,-1,-1,-1,12,0,0,0,9,0,-1,-1,-1,54,3,3,33,43,55,18,7,67,-1,-1,-1,6,4,16
5649,-1,-1,-1,0,0,0,-1,-1,-1,0,23,0,0,0,3,0,0,0,57,9,0,-1,-1,-1,-1,-1,-1,33,0,55,18,7,39,0,2,14,6,24,16
5672,-1,-1,-1,0,0,0,-1,-1,-1,4,23,0,0,16,0,0,0,18,0,9,0,11,0,39,0,0,4,0,5,55,-1,-1,-1,0,0,61,100000003,100000003,16
5770,-1,-1,-1,0,0,30,-1,-1,-1,0,23,19,0,0,0,0,0,53,3,9,26,-1,-1,-1,74,0,91,1,0,55,10,7,40,0,0,24,-1,-1,-1
5899,0,0,46,0,0,0,0,0,0,0,23,0,0,0,0,0,18,0,0,9,0,0,8,7,0,13,0,1,68,55,0,7,40,100000003,100000003,17,3,9,16
7256,0,22,0,1,0,66,-1,-1,-1,0,23,6,0,0,0,0,2,0,40,9,44,-1,-1,-1,0,0,0,1,14,55,0,7,40,-1,-1,-1,-1,-1,-1
11193,0,0,23,0,0,0,53,0,5,-1,-1,-1,0,0,0,46,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,4,7,40,100000005,-1,100000005,19,42,16
12539,-1,-1,-1,-1,-1,-1,0,0,0,0,23,21,100000003,100000003,0,0,36,0,54,9,0,-1,-1,-1,54,0,52,-1,-1,-1,-1,-1,-1,40,0,14,6,4,16
13067,-1,-1,-1,43,36,0,0,0,0,56,23,5,0,0,0,0,0,18,84,9,16,48,32,39,-1,-1,-1,0,0,55,100000005,-1,100000005,0,28,54,0,25,16
13822,0,22,43,0,0,0,0,29,17,0,23,1,0,0,0,20,0,4,0,9,0,-1,-1,-1,36,0,0,1,0,55,0,7,40,0,0,34,-1,-1,-1
13984,0,0,0,29,0,0,45,0,4,0,23,0,-1,-1,-1,17,52,18,0,9,0,0,0,39,0,2,39,0,0,55,0,7,3,0,1,14,-1,-1,-1
14746,0,0,0,0,12,10,0,59,0,0,23,0,0,9,0,0,0,13,0,9,0,-1,-1,-1,-1,-1,-1,33,43,55,18,7,1,-1,-1,-1,6,1,16
14798,0,0,23,0,0,0,0,0,37,0,23,19,0,0,0,-1,-1,-1,15,9,26,-1,-1,-1,17,20,0,1,0,55,5,7,40,0,32,0,36,24,16
14911,0,0,0,0,0,0,0,0,0,0,23,19,0,39,0,-1,-1,-1,14,9,26,-1,-1,-1,74,0,0,1,17,55,0,7,40,21,15,24,17,5,16
16236,0,0,0,100000003,100000003,0,6,9,27,0,23,0,0,0,1,-1,-1,-1,0,9,0,0,0,24,0,13,0,1,0,55,0,7,40,100000003,100000003,1,-1,-1,-1
16259,0,26,0,-1,-1,-1,-1,-1,-1,0,23,0,0,0,0,-1,-1,-1,-1,-1,-1,6,0,0,0,13,0,1,0,55,0,7,40,100000003,100000003,50,3,57,16
16931,0,0,0,0,0,0,26,0,0,0,23,19,0,28,0,0,0,53,3,9,26,-1,-1,-1,74,2,0,1,4,55,-1,-1,-1,92,0,24,79,6,16
17526,-1,-1,-1,0,0,17,0,0,0,0,23,19,0,2,0,0,0,53,0,9,26,-1,-1,-1,74,44,8,1,0,55,15,7,40,-1,-1,-1,24,0,16
