,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
10482,-1,-1,-1,-1,-1,-1,0,0,22,0,0,0,5,0,0,7,0,0,0,0,25,62,92,19,-1,-1,-1,54,11,20,0,21,2,7,31,0,-1,-1,-1
11477,0,0,1,-1,-1,-1,27,0,0,-1,-1,-1,-1,-1,-1,0,17,48,15,2,25,7,92,0,-1,-1,-1,0,0,0,8,21,6,-1,-1,-1,58,17,1
14893,0,0,15,0,0,0,0,25,0,0,6,0,5,0,0,11,0,0,23,0,25,-1,-1,-1,-1,-1,-1,11,0,0,54,21,5,1,31,53,0,17,40
15694,0,0,0,22,0,0,0,0,0,0,0,2,-1,-1,-1,0,0,37,0,0,25,0,92,0,0,0,1,0,52,11,32,21,0,12,31,22,26,17,13
15765,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,0,0,0,0,73,0,0,0,25,0,92,0,23,20,7,0,18,0,-1,-1,-1,41,31,0,0,17,13
16110,0,0,0,-1,-1,-1,14,0,0,0,0,2,0,0,0,95,0,0,0,0,25,0,92,0,0,0,0,16,0,0,32,21,14,0,31,0,58,17,13
16959,-1,-1,-1,0,0,0,-1,-1,-1,100000005,-1,100000005,5,0,6,19,0,0,1,0,25,14,92,85,-1,-1,-1,49,0,0,17,21,70,0,31,0,8,17,30
17317,0,35,0,0,25,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,25,0,92,0,0,0,67,4,30,63,0,21,52,39,31,0,24,17,10
18088,-1,-1,-1,0,4,14,31,0,51,0,0,2,0,0,0,39,0,41,-1,-1,-1,0,92,0,-1,-1,-1,14,52,0,32,21,52,0,31,0,0,17,13
18496,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,23,0,25,0,92,8,-1,-1,-1,5,1,17,-1,-1,-1,1,31,42,20,17,40
18847,0,0,8,0,0,39,27,0,40,0,4,0,5,0,0,0,21,27,45,0,25,0,92,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,4
18913,0,0,0,-1,-1,-1,27,0,0,0,0,35,5,0,7,-1,-1,-1,0,0,25,-1,-1,-1,-1,-1,-1,0,13,10,5,21,0,3,31,67,-1,-1,-1
18975,0,55,19,-1,-1,-1,27,0,0,0,0,35,5,0,7,9,0,0,63,15,25,59,92,0,-1,-1,-1,0,13,0,0,21,13,-1,-1,-1,11,17,0
19465,0,0,0,0,0,39,27,0,40,0,0,0,-1,-1,-1,0,0,0,0,0,25,0,92,0,-1,-1,-1,0,13,0,-1,-1,-1,21,31,0,35,17,4
19577,0,0,0,-1,-1,-1,27,31,0,0,0,0,-1,-1,-1,0,0,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,21,32,11,31,0,58,17,3
19619,0,0,31,32,0,37,-1,-1,-1,0,0,0,5,0,0,-1,-1,-1,23,0,25,0,92,0,-1,-1,-1,5,6,0,0,21,20,1,31,27,6,17,40
19890,0,0,0,64,1,0,27,0,0,0,0,35,5,6,7,-1,-1,-1,44,0,25,3,92,0,-1,-1,-1,0,13,0,0,21,0,9,31,67,11,17,3
20607,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,0,0,0,40,0,0,0,0,25,0,92,0,-1,-1,-1,16,42,0,32,21,1,0,31,0,19,17,13
20746,0,0,20,0,0,0,-1,-1,-1,100000005,-1,100000005,5,0,0,19,0,0,1,0,25,44,92,85,-1,-1,-1,49,0,6,17,21,0,0,31,0,8,17,30
21261,0,0,0,0,0,0,-1,-1,-1,6,28,0,5,0,1,63,0,12,1,1,25,0,92,0,-1,-1,-1,49,0,0,17,21,0,0,31,0,36,17,30
21590,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,5,0,0,55,11,0,23,0,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,21,20,1,31,0,6,17,40
21848,0,29,0,0,0,0,-1,-1,-1,-1,-1,-1,72,0,33,0,0,0,28,0,25,0,92,0,-1,-1,-1,0,0,3,0,21,0,15,31,0,86,17,0
21962,0,0,0,0,0,14,31,0,0,-1,-1,-1,0,0,0,0,0,41,0,0,25,0,92,0,0,62,0,0,52,0,32,21,52,0,31,9,19,17,13
22996,-1,-1,-1,0,100000006,100000006,0,0,12,26,12,75,5,0,0,2,0,0,0,0,25,13,92,90,-1,-1,-1,-1,-1,-1,31,21,0,0,31,0,-1,-1,-1
23571,0,29,0,0,0,0,0,0,2,-1,-1,-1,0,0,6,0,0,0,28,0,25,0,92,30,-1,-1,-1,3,0,3,32,21,8,0,31,42,-1,-1,-1
23607,-1,-1,-1,0,0,0,0,19,0,0,0,0,5,0,0,0,0,0,23,0,25,0,92,8,-1,-1,-1,5,0,0,21,21,0,1,31,42,0,17,40
