,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
3133,-1,-1,-1,8,0,0,0,0,58,18,0,0,-1,-1,-1,0,44,1,0,0,3,-1,-1,-1,2,39,0,30,0,32,-1,-1,-1,-1,-1,-1,19,1,1
3432,0,0,7,0,0,16,-1,-1,-1,0,1,0,-1,-1,-1,0,0,53,0,0,0,100000005,-1,100000005,0,2,5,0,20,0,-1,-1,-1,8,0,17,12,1,1
5015,0,0,7,8,0,0,0,0,12,0,53,0,15,0,0,0,0,9,0,38,2,-1,-1,-1,-1,-1,-1,4,19,15,-1,-1,-1,44,0,0,11,1,1
9825,0,0,7,-1,-1,-1,-1,-1,-1,0,0,0,0,0,11,0,0,0,0,61,0,49,0,0,2,0,79,-1,-1,-1,0,0,8,-1,-1,-1,-1,-1,-1
10253,0,0,7,36,0,0,0,0,0,0,13,0,0,0,0,25,0,0,0,0,0,100000003,100000003,0,2,6,0,39,100000006,100000006,7,0,8,0,0,26,43,1,1
12010,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,100000005,-1,100000005,2,16,0,-1,-1,-1,2,29,8,-1,-1,-1,18,1,1
12150,0,24,7,-1,-1,-1,0,0,0,0,13,15,80,0,0,-1,-1,-1,100000003,100000003,80,100000003,100000003,6,2,0,0,39,64,0,-1,-1,-1,2,0,26,2,1,1
12910,-1,-1,-1,8,0,0,7,32,0,0,0,49,2,10,0,0,8,0,-1,-1,-1,0,0,0,2,53,0,0,100000006,100000006,0,6,8,0,0,45,0,1,1
14987,-1,-1,-1,8,0,29,-1,-1,-1,0,0,0,0,12,11,0,19,1,0,0,0,0,0,11,2,0,6,0,22,32,0,0,8,100000005,-1,100000005,70,1,1
15706,-1,-1,-1,8,0,0,0,0,44,3,0,42,0,16,0,58,8,37,20,0,0,0,0,0,-1,-1,-1,100000005,-1,100000005,0,0,8,0,0,18,20,1,1
16984,0,0,7,8,30,0,10,32,0,0,0,0,0,28,0,5,8,0,49,6,0,3,0,0,2,31,0,0,65,14,34,2,8,0,25,45,18,1,1
19101,0,0,7,4,0,0,0,0,0,0,0,7,-1,-1,-1,0,0,16,100000003,100000003,0,-1,-1,-1,0,100000006,100000006,0,53,1,46,0,32,100000005,-1,100000005,5,0,1
19278,0,53,7,8,0,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,8,0,0,3,1,1,1
20419,-1,-1,-1,0,0,0,0,39,0,0,0,0,0,10,0,0,0,0,0,75,49,37,0,8,22,25,5,21,20,0,31,20,8,31,0,17,12,1,1
21150,-1,-1,-1,0,31,0,-1,-1,-1,100000005,-1,100000005,100000005,-1,100000005,0,45,2,0,0,0,-1,-1,-1,0,0,26,0,42,8,-1,-1,-1,16,1,4,100000003,100000003,1
22588,0,0,7,0,0,0,0,0,0,0,51,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,5,0,20,0,-1,-1,-1,8,2,17,12,1,1
23761,0,0,7,8,73,0,15,26,38,0,38,0,0,3,70,-1,-1,-1,7,0,0,30,0,7,2,58,0,1,0,0,100000003,100000003,8,-1,-1,-1,56,1,1
24027,0,0,7,0,0,20,0,0,0,3,13,0,0,0,43,0,0,0,0,0,14,0,0,0,2,9,5,39,0,0,100000003,100000003,8,6,5,26,-1,-1,-1
24599,-1,-1,-1,8,0,0,0,0,0,18,52,0,0,2,0,0,90,1,0,0,0,0,0,11,-1,-1,-1,0,0,32,33,24,8,100000005,-1,100000005,19,1,1
25296,-1,-1,-1,0,4,0,32,0,0,-1,-1,-1,8,32,3,5,54,24,73,0,0,-1,-1,-1,2,0,0,42,55,0,100000003,100000003,8,23,26,26,-1,-1,-1
25566,0,0,7,8,0,42,-1,-1,-1,0,0,0,0,0,11,0,0,0,0,61,0,49,13,0,2,20,79,0,0,0,34,0,8,0,17,12,1,1,1
25889,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,5,0,0,0,-1,-1,-1,58,6,0,0,8,0,0,20,40,-1,-1,-1,59,9,17,12,1,1
26334,0,0,7,-1,-1,-1,0,2,15,0,0,0,40,2,43,0,8,0,0,0,0,0,0,0,2,0,0,100000005,-1,100000005,0,0,8,0,0,0,22,1,1
26387,0,53,7,8,0,15,14,44,0,-1,-1,-1,86,0,0,0,0,0,0,0,0,1,4,0,2,0,34,0,19,13,6,0,8,0,0,3,1,1,1
28005,0,0,7,0,0,0,51,0,0,2,13,0,0,4,0,25,35,1,0,0,0,100000003,100000003,0,2,17,36,39,14,6,7,0,8,47,3,26,-1,-1,-1
28020,-1,-1,-1,0,31,4,0,0,0,14,7,0,40,84,0,51,0,0,0,0,0,-1,-1,-1,3,0,28,3,15,74,-1,-1,-1,16,0,0,61,6,1
28302,0,0,7,8,0,42,-1,-1,-1,0,5,0,27,0,0,0,0,0,-1,-1,-1,0,0,6,2,0,0,100000003,100000003,12,0,0,8,39,0,1,1,1,1
28356,0,0,7,8,0,0,0,0,0,0,0,0,7,0,0,23,12,0,0,0,0,100000005,-1,100000005,2,16,18,-1,-1,-1,-1,-1,-1,36,100000006,100000006,0,1,1
28361,0,38,7,-1,-1,-1,0,0,0,9,0,7,-1,-1,-1,13,0,44,0,33,41,-1,-1,-1,-1,-1,-1,0,27,43,18,0,35,100000003,100000003,16,6,4,1
28537,0,6,7,0,16,0,51,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,11,20,56,60,5,8,-1,-1,-1,12,1,1
29517,0,0,7,8,0,0,-1,-1,-1,-1,-1,-1,0,0,0,90,54,0,0,29,0,2,4,0,2,18,0,-1,-1,-1,0,0,8,44,2,16,56,1,1
30398,0,6,7,0,0,16,-1,-1,-1,1,0,0,38,0,11,-1,-1,-1,43,0,0,0,0,1,0,0,17,-1,-1,-1,7,5,8,100000003,100000003,17,12,1,1
30795,-1,-1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,48,0,100000005,-1,100000005,2,16,0,100000005,-1,100000005,0,0,8,2,100000006,100000006,-1,-1,-1
32394,0,38,7,10,31,17,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,-1,-1,-1,-1,-1,-1,1,38,0,-1,-1,-1,16,0,17,0,53,1
32870,-1,-1,-1,0,0,0,0,0,1,0,13,0,1,0,0,25,35,0,0,0,0,100000003,100000003,0,2,17,19,39,0,17,-1,-1,-1,-1,-1,-1,44,1,1
33011,0,0,7,8,0,0,0,32,0,38,0,0,0,0,90,0,8,0,49,66,0,0,0,0,-1,-1,-1,66,65,41,34,0,8,-1,-1,-1,18,1,1
33014,0,0,7,8,0,0,0,0,22,0,0,19,43,0,25,0,18,0,0,0,44,90,0,12,-1,-1,-1,0,11,5,0,62,8,5,49,12,10,1,1
33486,-1,-1,-1,8,0,0,7,32,3,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,0,0,8,-1,-1,-1,0,100000006,100000006,-1,-1,-1,0,0,45,0,1,1
33514,1,0,7,8,0,3,-1,-1,-1,0,16,23,0,0,7,0,0,0,0,0,22,0,0,18,2,24,0,0,33,5,-1,-1,-1,0,7,0,1,1,1
34188,0,0,7,8,0,0,15,32,0,28,0,4,-1,-1,-1,0,8,0,0,0,31,0,46,0,2,1,0,37,0,0,34,4,8,0,25,45,59,1,1
34758,-1,-1,-1,-1,-1,-1,0,0,0,22,0,7,0,100000006,100000006,0,0,16,100000003,100000003,0,-1,-1,-1,0,0,19,23,53,6,0,27,0,100000005,-1,100000005,100000003,100000003,1
34816,0,3,7,8,0,0,7,32,0,0,0,0,0,19,0,0,8,0,-1,-1,-1,-1,-1,-1,2,53,0,0,100000006,100000006,39,0,8,0,0,45,0,1,1
34821,0,0,7,0,0,0,-1,-1,-1,0,0,0,43,0,12,0,0,0,100000003,100000003,40,6,2,0,2,0,0,22,0,0,-1,-1,-1,1,0,26,40,1,1
34849,0,0,7,8,0,0,-1,-1,-1,0,0,0,0,0,0,7,62,10,21,41,0,8,100000006,100000006,2,0,0,100000005,-1,100000005,47,45,8,-1,-1,-1,1,1,1
35920,-1,-1,-1,8,0,0,0,0,0,100000005,-1,100000005,0,0,25,0,0,0,0,0,17,90,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,49,0,10,1,1
36258,0,0,7,8,0,3,-1,-1,-1,0,16,0,19,0,0,0,0,51,0,0,0,0,0,39,2,0,0,0,26,0,0,0,8,61,7,0,1,1,1
36559,0,0,7,0,0,0,-1,-1,-1,0,0,0,0,0,12,-1,-1,-1,100000003,100000003,40,6,2,0,-1,-1,-1,0,34,0,-1,-1,-1,-1,-1,-1,0,1,1
37268,0,0,7,0,0,0,0,81,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,21,0,40,90,5,0,20,70,25,20,8,-1,-1,-1,12,1,1
37408,0,0,7,8,0,2,0,29,0,0,0,0,-1,-1,-1,0,5,9,-1,-1,-1,2,0,0,2,0,14,-1,-1,-1,0,0,8,44,1,41,2,1,1
37627,-1,-1,-1,8,0,0,0,32,0,0,0,0,0,0,0,16,8,55,0,100000006,100000006,0,1,0,2,39,50,0,36,0,0,0,8,8,5,45,61,1,1
37796,0,0,7,8,0,0,0,32,0,0,37,0,0,0,0,-1,-1,-1,0,0,0,46,2,0,2,0,50,-1,-1,-1,-1,-1,-1,8,0,45,3,1,1
