,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
12490,0,0,0,0,0,0,0,0,21,0,0,49,13,0,14,0,0,36,1,0,0,20,0,28,-1,-1,-1,36,100000006,100000006,37,0,48,42,17,17,100000005,-1,100000005
13874,0,0,0,0,88,0,1,0,0,3,0,27,13,0,0,0,73,0,0,0,0,0,6,0,0,0,0,0,100000006,100000006,37,100000006,100000006,42,17,7,100000005,-1,100000005
17092,0,0,0,55,0,0,1,3,0,0,0,48,13,73,0,0,0,45,41,15,0,53,0,0,-1,-1,-1,0,100000006,100000006,37,63,19,42,17,31,100000005,-1,100000005
18802,0,0,24,0,49,0,1,0,0,0,0,5,13,0,0,-1,-1,-1,0,0,5,0,0,0,31,0,0,22,100000006,100000006,37,0,9,42,17,5,100000005,-1,100000005
19034,0,0,0,-1,-1,-1,1,0,0,-1,-1,-1,13,46,58,44,0,75,18,0,16,2,0,0,51,35,0,0,100000006,100000006,-1,-1,-1,61,17,2,100000005,-1,100000005
19846,0,0,31,0,0,76,69,0,0,0,2,49,13,0,14,-1,-1,-1,-1,-1,-1,0,14,0,3,7,32,8,100000006,100000006,37,6,0,-1,-1,-1,100000005,-1,100000005
19941,0,0,0,0,0,2,0,0,34,0,0,0,-1,-1,-1,1,37,0,0,100000006,100000006,0,0,0,100000003,100000003,0,4,17,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
20589,0,0,0,-1,-1,-1,0,21,6,0,100000006,100000006,13,16,70,0,87,0,24,0,27,49,46,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,17,10,100000005,-1,100000005
20602,-1,-1,-1,-1,-1,-1,0,12,58,100000003,100000003,0,13,1,1,-1,-1,-1,0,39,46,-1,-1,-1,49,23,0,37,100000006,100000006,-1,-1,-1,-1,-1,-1,100000005,-1,100000005
21191,0,0,0,0,72,2,0,9,16,0,0,0,13,16,0,0,87,0,37,68,55,49,36,0,0,0,8,1,17,0,0,1,16,31,17,10,-1,-1,-1
21760,-1,-1,-1,0,0,0,-1,-1,-1,26,0,49,13,0,14,0,38,0,0,0,0,-1,-1,-1,0,7,32,41,100000006,100000006,37,7,3,42,17,31,100000005,-1,100000005
22643,0,12,0,16,38,0,-1,-1,-1,0,0,5,-1,-1,-1,-1,-1,-1,0,0,0,46,0,6,0,0,0,0,100000006,100000006,-1,-1,-1,42,17,25,100000005,-1,100000005
22781,0,0,0,4,0,0,6,0,19,0,0,49,13,0,14,0,0,0,0,80,0,3,5,6,0,7,32,0,100000006,100000006,37,0,4,42,17,69,100000005,-1,100000005
